Code_ATC4,Libelle_ATC4,Taux_de_remboursement,date,Base_de_remboursement,Montant_remboursé,Nombre_de_boites_remboursées
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-07-01,37605.66,37605.66,3777
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-08-01,36664.95,36664.95,3677
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-09-01,38831.22,38831.22,3898
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-10-01,37666.25,37666.25,3768
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-11-01,39217.26,39217.26,3897
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2022-12-01,38289.18,38289.18,3839
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-01-01,37945.46,37945.46,3842
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-02-01,34096.77,34096.77,3422
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-03-01,40405.68,40405.68,4042
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-04-01,34668.86,34668.86,3450
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-05-01,38751.44,38751.44,3884
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-06-01,40061.59,40061.59,4009
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-07-01,38311.11,38311.11,3837
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-08-01,34716.37,34716.37,3504
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-09-01,37493.1,37493.1,3736
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-10-01,41917.33,41917.33,4198
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-11-01,37482.42,37482.42,3744
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2023-12-01,38867.65,38867.65,3890
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-01-01,39848.23,39848.23,4009
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-02-01,37373.18,37373.18,3742
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-03-01,37777.51,37777.51,3782
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-04-01,39513.49,39513.49,3944
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-05-01,38879.8,38879.8,3890
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-06-01,38396.55,38396.55,3836
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-07-01,42973.8,42973.8,4293
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-08-01,34081.93,34081.93,3418
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-09-01,37327.94,37327.94,3750
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-10-01,42627.28,42627.28,4271
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-11-01,36871.96,36871.96,3720
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,100%,2024-12-01,40657.73,40657.73,4088
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-01-01,101185.42,30441.99,34259
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-02-01,101089.58,30395.94,34123
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-03-01,112659.04,33940.4,37653
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-04-01,98067.26,29516.57,32630
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-05-01,87225.66,26258.32,28471
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-06-01,98660.47,29719.06,32250
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-07-01,89436.29,26895.12,29086
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-08-01,73855.86,22279.85,24018
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-09-01,94625.91,28510.24,31108
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-10-01,95189.3,28669.43,31390
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-11-01,91294.31,27422.21,29835
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2021-12-01,93535.29,28129.39,30238
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-01-01,82224.0,24738.53,26718
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-02-01,81951.76,24706.83,26426
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-03-01,97491.69,29362.46,31347
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-04-01,79075.28,23809.7,25037
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-05-01,83721.6,25189.77,26309
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-06-01,82136.07,24710.74,25561
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-07-01,73445.22,22143.11,22698
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-08-01,65282.59,19669.86,19862
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-09-01,83216.3,25039.31,26153
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-10-01,80411.14,24184.62,24893
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-11-01,74669.6,22502.53,23098
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2022-12-01,76944.97,23209.82,23043
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-01-01,74448.72,22416.12,22383
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-02-01,69248.12,20842.42,20501
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-03-01,74424.08,22373.46,21870
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-04-01,60699.04,18305.21,17735
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-05-01,65156.82,19626.93,19173
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-06-01,68519.51,20669.65,19602
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-07-01,60280.63,18122.15,16931
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-08-01,53563.93,16048.05,15064
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-09-01,62572.56,18834.74,18433
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-10-01,68403.19,20620.62,19610
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-11-01,62909.14,18871.3,18105
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2023-12-01,61040.1,18419.6,17067
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-01-01,60554.84,18174.53,17241
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-02-01,58903.47,17739.39,16305
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-03-01,56214.4,16918.29,15540
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-04-01,57799.91,17427.79,15688
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-05-01,52786.53,15898.64,14165
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-06-01,52545.69,15812.8,13984
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-07-01,57329.3,17226.21,14611
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-08-01,41912.4,12600.3,10946
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-09-01,52744.65,15855.84,14410
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-10-01,59398.19,17904.69,15936
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-11-01,51945.7,15547.96,13667
A01AA,MEDICAMENTS PROPHYLACTIQUES ANTICARIES,non à 100%,2024-12-01,56246.05,16853.13,14679
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-01-01,241242.4,241242.4,96836
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-02-01,238908.84,238908.84,94774
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-03-01,285855.63,285855.63,111825
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-04-01,262506.11,262506.11,102300
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-05-01,234076.58,234076.58,91525
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-06-01,276876.8,276876.8,107204
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-07-01,252729.63,252729.63,98431
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-08-01,229740.33,229740.33,88780
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-09-01,254755.29,254755.29,98172
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-10-01,249739.23,249739.23,97110
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-11-01,255156.29,255156.29,99370
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2021-12-01,259429.84,259429.84,99894
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-01-01,236948.35,236948.35,92657
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-02-01,236067.35,236067.35,92798
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-03-01,274148.36,274148.36,108736
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-04-01,232429.68,232429.68,93904
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-05-01,250974.79,250974.79,101425
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-06-01,251348.64,251348.64,100079
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-07-01,233762.23,233762.23,93175
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-08-01,225694.8,225694.8,88001
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-09-01,241563.48,241563.48,96295
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-10-01,231427.35,231427.35,94345
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-11-01,232823.27,232823.27,95359
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2022-12-01,238558.75,238558.75,95970
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-01-01,243069.29,243069.29,98847
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-02-01,202997.71,202997.71,86129
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-03-01,223378.63,223378.63,95770
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-04-01,197546.63,197546.63,83945
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-05-01,221698.77,221698.77,91737
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-06-01,242923.02,242923.02,98614
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-07-01,231728.75,231728.75,92108
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-08-01,213187.6,213187.6,83562
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-09-01,213242.24,213242.24,87795
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-10-01,225960.05,225960.05,93567
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-11-01,206094.26,206094.26,85899
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2023-12-01,198513.05,198513.05,83877
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-01-01,214324.58,214324.58,89115
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-02-01,195826.67,195826.67,83834
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-03-01,197241.5,197241.5,83640
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-04-01,210323.27,210323.27,86543
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-05-01,203506.53,203506.53,82083
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-06-01,203788.4,203788.4,80828
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-07-01,231517.33,231517.33,90468
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-08-01,173474.15,173474.15,69136
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-09-01,196914.21,196914.21,80353
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-10-01,218300.76,218300.76,89834
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-11-01,183730.74,183730.74,77328
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,100%,2024-12-01,200901.33,200901.33,83515
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-01-01,3265405.49,610478.05,1616675
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-02-01,3564217.23,657748.85,1739301
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-03-01,4117811.45,761595.53,1992024
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-04-01,3741226.06,691114.71,1805868
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-05-01,3303969.4,610300.23,1602153
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-06-01,3928719.74,725983.37,1891119
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-07-01,3550651.65,662868.59,1696341
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-08-01,2670590.49,516282.71,1250347
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-09-01,3557175.52,663338.56,1695185
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-10-01,3715955.6,691333.76,1770766
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-11-01,3636376.26,676731.32,1729443
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2021-12-01,3671225.32,683065.44,1742403
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-01-01,3271448.01,606001.01,1553239
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-02-01,3463056.29,635919.83,1645731
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-03-01,4001575.91,742978.77,1935417
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-04-01,3333379.51,624273.29,1643656
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-05-01,3584906.7,670897.65,1766819
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-06-01,3491797.16,661342.72,1713882
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-07-01,3249311.72,614420.37,1593315
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-08-01,2576999.37,505125.15,1240017
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-09-01,3494295.63,651738.17,1718937
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-10-01,3529922.44,662817.35,1731462
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-11-01,3482373.98,665334.84,1696601
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2022-12-01,3493774.93,659466.06,1708904
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-01-01,3452232.19,646476.46,1694154
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-02-01,3177124.03,554234.35,1581801
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-03-01,3581854.47,597359.36,1797092
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-04-01,3011964.35,523337.13,1499413
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-05-01,3239597.68,565056.36,1605682
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-06-01,3566934.25,646055.06,1753394
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-07-01,3265421.82,610059.36,1597519
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-08-01,2486702.32,455224.22,1207697
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-09-01,3215354.77,543096.66,1602087
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-10-01,3574303.12,586762.56,1786599
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-11-01,3250372.93,528662.78,1625482
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2023-12-01,3131670.51,503328.09,1569327
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-01-01,3176998.92,507563.23,1592981
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-02-01,3323389.85,526647.3,1667471
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-03-01,3237066.85,515147.37,1621049
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-04-01,3351286.82,538518.4,1670383
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-05-01,3002412.1,484535.94,1495779
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-06-01,3140001.15,506308.17,1562782
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-07-01,3500964.08,570191.9,1733824
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-08-01,2159064.12,352104.28,1059845
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-09-01,3110045.44,496101.81,1551239
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-10-01,3569586.78,566837.65,1780246
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-11-01,3032433.04,481812.86,1510012
A01AB,ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL,non à 100%,2024-12-01,3199195.27,506779.14,1593271
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-01-01,35851.47,35851.47,9842
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-02-01,33694.59,33694.59,9249
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-03-01,40529.45,40529.45,11114
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-04-01,39284.23,39284.23,10778
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-05-01,35937.04,35937.04,9863
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-06-01,39903.91,39903.91,10949
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-07-01,37411.76,37411.76,10256
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-08-01,35732.73,35732.73,9798
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-09-01,37042.98,37042.98,10153
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-10-01,35350.55,35350.55,9699
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-11-01,37548.82,37548.82,10308
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2021-12-01,38759.73,38759.73,10642
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-01-01,35737.93,35737.93,9804
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-02-01,36460.77,36460.77,10005
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-03-01,43348.36,43348.36,11897
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-04-01,39223.16,39223.16,10765
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-05-01,42150.98,42150.98,11567
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-06-01,39792.9,39792.9,10912
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-07-01,40698.7,40698.7,11166
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-08-01,41605.68,41605.68,11418
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-09-01,40132.88,40132.88,11010
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-10-01,39726.67,39726.67,10903
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-11-01,38240.0,38240.0,10495
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2022-12-01,38994.88,38994.88,10701
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-01-01,40526.56,40526.56,11119
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-02-01,37646.75,37646.75,10338
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-03-01,42439.0,42439.0,11634
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-04-01,38101.24,38101.24,10451
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-05-01,42978.15,42978.15,11789
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-06-01,46271.7,46271.7,12709
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-07-01,41547.35,41547.35,11402
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-08-01,40018.52,40018.52,10984
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-09-01,38062.93,38062.93,10440
A01AD,AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL,100%,2023-10-01,41504.28,41504.28,11389
